Antecedent,Consequent,Support,Support_Percentage,Confidence,Lift
"('LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG SPACEBOY DESIGN',)",107,0.7604832977967306,0.6407185628742516,0.0007048609052522018
"('LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG RED SPOTTY',)",107,0.7604832977967306,0.5270935960591133,0.0004991416629347664
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG WOODLAND',)",114,0.810234541577825,0.6195652173913043,0.0007902617568766637
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE', 'LUNCH BAG WOODLAND')","('LUNCH BAG SUKI  DESIGN',)",114,0.810234541577825,0.59375,0.0006236869747899159
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG CARS BLUE',)",114,0.810234541577825,0.6551724137931034,0.0007735211496966983
"('LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG  BLACK SKULL.',)",114,0.810234541577825,0.6229508196721312,0.0006468855863677374
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG WOODLAND',)",130,0.9239516702203269,0.6190476190476191,0.0007896015549076773
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG SUKI  DESIGN',)",130,0.9239516702203269,0.7142857142857143,0.0007503001200480192
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG SPACEBOY DESIGN',)",130,0.9239516702203269,0.7471264367816092,0.0008219212725870288
"('LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG  BLACK SKULL.',)",130,0.9239516702203269,0.6403940886699507,0.0006649990536551929
"('LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG WOODLAND',)",134,0.9523809523809524,0.6175115207373272,0.0007876422458384275
"('LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG SUKI  DESIGN',)",134,0.9523809523809524,0.7570621468926554,0.0007952333475763186
"('LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG SPACEBOY DESIGN',)",134,0.9523809523809524,0.73224043715847,0.0008055450353778547
"('LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG CARS BLUE',)",134,0.9523809523809524,0.6600985221674877,0.0007793370981906585
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE', 'LUNCH BAG RED SPOTTY')","('LUNCH BAG WOODLAND',)",106,0.7533759772565742,0.654320987654321,0.0008345930964978584
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE', 'LUNCH BAG WOODLAND')","('LUNCH BAG RED SPOTTY',)",106,0.7533759772565742,0.5520833333333334,0.0005228061868686869
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG WOODLAND')","('LUNCH BAG CARS BLUE',)",106,0.7533759772565742,0.6309523809523809,0.0007449260696013942
"('LUNCH BAG CARS BLUE', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG WOODLAND')","('LUNCH BAG  BLACK SKULL.',)",106,0.7533759772565742,0.5698924731182796,0.00059178865329001
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG WOODLAND',)",111,0.7889125799573561,0.6894409937888198,0.0008793890226898212
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE', 'LUNCH BAG WOODLAND')","('LUNCH BAG SPACEBOY DESIGN',)",111,0.7889125799573561,0.578125,0.000636001100110011
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG CARS BLUE',)",111,0.7889125799573561,0.6098901098901099,0.0007200591616176032
"('LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG  BLACK SKULL.',)",111,0.7889125799573561,0.6271186440677966,0.0006512135452417411
"('LUNCH BAG CARS BLUE', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG SUKI  DESIGN',)",112,0.7960199004975124,0.7619047619047619,0.0008003201280512205
"('LUNCH BAG CARS BLUE', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG SPACEBOY DESIGN',)",112,0.7960199004975124,0.6549707602339181,0.0007205398902463346
"('LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG RED SPOTTY',)",112,0.7960199004975124,0.5161290322580645,0.0004887585532746823
"('LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG CARS BLUE',)",112,0.7960199004975124,0.5894736842105263,0.0006959547629404089
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG SUKI  DESIGN',)",120,0.8528784648187633,0.7453416149068323,0.0007829218643979331
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG SPACEBOY DESIGN',)",120,0.8528784648187633,0.6521739130434783,0.0007174630506528914
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG CARS BLUE',)",120,0.8528784648187633,0.5714285714285714,0.0006746500252993759
"('LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG  BLACK SKULL.',)",120,0.8528784648187633,0.5529953917050692,0.0005742423589876107
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG SUKI  DESIGN',)",106,0.7533759772565742,0.5921787709497207,0.0006220365241068495
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG SPACEBOY DESIGN',)",106,0.7533759772565742,0.6385542168674698,0.0007024798865428711
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG RED SPOTTY',)",106,0.7533759772565742,0.5047619047619047,0.000477994227994228
"('LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG  BLACK SKULL.',)",106,0.7533759772565742,0.5578947368421052,0.000579329944799694
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH')","('WOODEN FRAME ANTIQUE WHITE', 'WOODEN PICTURE FRAME WHITE FINISH')",114,0.810234541577825,0.6551724137931034,0.0011826216855471182
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')","('WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')",114,0.810234541577825,0.6993865030674846,0.002679641774204922
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')","('WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')",114,0.810234541577825,0.7307692307692307,0.0023272905438510533
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')","('WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')",114,0.810234541577825,0.6826347305389222,0.0024555206134493604
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')","('WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')",114,0.810234541577825,0.7702702702702703,0.0025935025935025936
"('WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')","('WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH')",114,0.810234541577825,0.5089285714285714,0.0013287952256620663
"('WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')","('WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE')",114,0.810234541577825,0.5480769230769231,0.0012399930386355726
"('WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE', 'WOODEN PICTURE FRAME WHITE FINISH')","('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD 2 DRAWER CABINET WHITE FINISH')",114,0.810234541577825,0.5089285714285714,0.001871060924369748
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')","('WOODEN PICTURE FRAME WHITE FINISH',)",114,0.810234541577825,0.8702290076335878,0.0010783506909957717
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')","('WOODEN FRAME ANTIQUE WHITE',)",114,0.810234541577825,0.9344262295081968,0.0009419619249074563
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE', 'WOODEN PICTURE FRAME WHITE FINISH')","('WOOD S/3 CABINET ANT WHITE FINISH',)",114,0.810234541577825,0.8321167883211679,0.0012821522162113526
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE', 'WOODEN PICTURE FRAME WHITE FINISH')","('WOOD 2 DRAWER CABINET WHITE FINISH',)",114,0.810234541577825,0.912,0.0015778546712802769
"('WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE', 'WOODEN PICTURE FRAME WHITE FINISH')","('WHITE HANGING HEART T-LIGHT HOLDER',)",114,0.810234541577825,0.5968586387434555,0.00020552983427804943
